id,rate
25015,0.015423955838779
25013,0.0066160652676868
25003,0.009558793684296
25027,0.013942444291107
25017,0.039574623533709
25009,0.024231846409871
25021,0.011750618987701
25025,0.010269107440029
25023,0.001461216868937
25005,0.0073466737021553
44001,0.001461216868937
44003,0.00073060843446848
44005,0.00073060843446848
44009,0.0021918253034054
44007,0.001461216868937
33015,0.073487031700288
33011,0.013191541177903
33013,0.0066160652676868
33005,0.00073060843446848
33019,0.00073060843446848
33009,0.0036733368510776
33017,0.052908227462759
33003,0.00073060843446848
23031,0.012460932743435
23005,0.015423955838779
23019,0.00073060843446848
23023,0.00073060843446848
23013,0.00073060843446848
23027,0.00073060843446848
23011,0.0029427284166092
23025,0.00073060843446848
50017,0.00073060843446848
50027,0.001461216868937
50025,0.0021918253034054
50007,0.0051345537200146
50001,0.00073060843446848
50021,0.00073060843446848
50023,0.00073060843446848
09003,0.0073263790234201
09013,0.0021918253034054
09011,0.0021918253034054
09007,0.0036733368510776
09009,0.0095182043268255
09001,0.010269107440029
09005,0.00073060843446848
34017,0.0073466737021553
34013,0.044100336891667
34027,0.048443398141007
34031,0.0066160652676868
34039,0.034541543207371
34003,0.024191257052401
34035,0.052908227462759
34023,0.02496245484434
34037,0.0073263790234201
34025,0.01976701708812
34029,0.011730324308966
34041,0.0065754759102163
34007,0.061005804278118
34005,0.083066120063319
34015,0.021268823314527
34033,0.0036530421723424
34001,0.0043836506068109
34009,0.0051345537200146
34011,0.001461216868937
34021,0.019827901124325
34019,0.013962738969842
36061,0.030056419206884
36085,0.00073060843446848
36005,0.0051345537200146
36119,0.013881560254901
36079,0.0029224337378739
36087,0.0095182043268255
36105,0.00073060843446848
36059,0.069001907699801
36081,0.014632463368105
36047,0.022730040183464
36103,0.14908470998904
36093,0.073547915736494
36039,0.0029427284166092
36083,0.052908227462759
36091,0.048483987498478
36021,0.0088078905710923
36001,0.15292040427
36095,0.001461216868937
36057,0.0029224337378739
36115,0.0051548483987498
36111,0.0051345537200146
36027,0.010999715874498
36071,0.0022121199821407
36113,0.00073060843446848
36019,0.00073060843446848
36011,0.00073060843446848
36067,0.0051142590412794
36109,0.22794983155417
36065,0.0021918253034054
36077,0.001461216868937
36089,0.0021918253034054
36107,0.0044039452855461
36007,0.0058854568332183
42115,0.0022121199821407
36121,0.00073060843446848
36029,0.0036530421723424
36013,0.00073060843446848
36073,0.0044039452855461
36055,0.080813410723708
36117,0.009558793684296
36051,0.00073060843446848
36123,0.0066160652676868
36069,0.0058854568332183
36099,0.0036530421723424
36003,0.001461216868937
36101,0.0021918253034054
36097,0.00073060843446848
42007,0.075739741039899
42129,0.096967974996956
42003,1
42125,0.070564597962414
42019,0.12716645695499
42051,0.001461216868937
42111,0.0058651621544831
42063,0.00073060843446848
42021,0.00073060843446848
42073,0.0021918253034054
42121,0.0021918253034054
42085,0.0036733368510776
42031,0.0036733368510776
42039,0.001461216868937
42123,0.00073060843446848
42013,0.0044039452855461
42027,0.0043836506068109
42075,0.015423955838779
42133,0.038904899135447
42041,0.027925477939684
42043,0.053638835897228
42099,0.0029224337378739
42071,0.069042497057272
42087,0.00073060843446848
42055,0.009558793684296
42001,0.0051548483987498
42119,0.0029224337378739
42107,0.001461216868937
42095,0.016905467386451
42077,0.012440638064699
42103,0.0022121199821407
42127,0.00073060843446848
42069,0.00073060843446848
42079,0.00073060843446848
42017,0.10289402118764
42091,0.54994520436742
42045,0.19706133051914
42101,0.83380687583716
42029,0.16761375167431
42011,0.0095182043268255
10003,0.1970410358404
10001,0.0036733368510776
10005,0.00073060843446848
11001,0.87135203149734
51107,0.033790640094167
51683,0.001461216868937
51685,0.0066160652676868
51153,0.0094979096480903
51059,0.31320777692089
51061,0.001461216868937
24033,0.10800828022892
24017,0.001461216868937
24009,0.0036530421723424
24037,0.00073060843446848
24027,0.020558509558794
24003,0.011730324308966
24031,0.25585501481512
24025,0.0051142590412794
24005,0.0073263790234201
24013,0.00073060843446848
24510,0.030888501035029
24021,0.010999715874498
24045,0.00073060843446848
24047,0.00073060843446848
24015,0.0066160652676868
51600,0.061756707391322
51610,0.024252141088607
51013,0.22279498315542
51510,0.10437553273532
51630,0.00073060843446848
51179,0.00073060843446848
51187,0.00073060843446848
51660,0.001461216868937
51540,0.0051345537200146
51145,0.00073060843446848
51760,0.0058651621544831
51830,0.0044039452855461
51087,0.00073060843446848
51041,0.00073060843446848
51550,0.00073060843446848
51810,0.0021918253034054
51670,0.00073060843446848
51121,0.0036733368510776
51678,0.00073060843446848
54079,0.00073060843446848
54011,0.00073060843446848
54069,0.001461216868937
54077,0.00073060843446848
54061,0.0066160652676868
54091,0.00073060843446848
37059,0.0022121199821407
37067,0.01763607582092
37169,0.00073060843446848
37097,0.0029224337378739
37171,0.00073060843446848
37037,0.0051345537200146
37033,0.00073060843446848
37135,0.49851848845233
37081,0.019056703332386
37001,0.001461216868937
37151,0.001461216868937
37125,0.02500304420181
37105,0.014693347404311
37183,0.56837277265901
37191,0.0029224337378739
37077,0.00073060843446848
37101,0.0021918253034054
37085,0.001461216868937
37069,0.00073060843446848
37181,0.001461216868937
37145,0.0036733368510776
37063,0.044100336891667
37195,0.0044039452855461
37147,0.0088281852498275
37071,0.0065957705889516
37025,0.001461216868937
37119,0.097008564354426
37109,0.00073060843446848
37179,0.0095384990055607
37167,0.001461216868937
37159,0.00073060843446848
37161,0.00073060843446848
37051,0.018366684255388
37093,0.00073060843446848
37141,0.024272435767342
37129,0.12422372853838
37019,0.0029427284166092
37061,0.00073060843446848
37031,0.0021918253034054
37133,0.0051345537200146
37079,0.00073060843446848
37137,0.00073060843446848
37103,0.00073060843446848
37035,0.0029224337378739
37189,0.0029427284166092
37111,0.001461216868937
37089,0.00073060843446848
37021,0.0044039452855461
45079,0.001461216868937
45019,0.00073060843446848
45051,0.00073060843446848
45045,0.00073060843446848
45077,0.00073060843446848
45091,0.0051345537200146
45013,0.00073060843446848
13089,0.0029224337378739
13121,0.0058448674757479
13135,0.001461216868937
13067,0.00073060843446848
13311,0.00073060843446848
13103,0.001461216868937
13127,0.00073060843446848
12019,0.011020010553233
12089,0.0022121199821407
12107,0.00073060843446848
12003,0.00073060843446848
12031,0.15509193489467
12109,0.039716686284856
12073,0.001461216868937
12131,0.001461216868937
12001,0.0021918253034054
12117,0.0021918253034054
12069,0.0036733368510776
12095,0.0029224337378739
12009,0.00073060843446848
12061,0.00073060843446848
12011,0.001461216868937
12086,0.0029224337378739
12099,0.00073060843446848
12057,0.00073060843446848
12021,0.001461216868937
12115,0.001461216868937
12083,0.00073060843446848
01073,0.0021918253034054
47187,0.001461216868937
47165,0.00073060843446848
47037,0.0044039452855461
47065,0.00073060843446848
47093,0.00073060843446848
47157,0.001461216868937
28109,0.0022121199821407
21111,0.001461216868937
21239,0.00073060843446848
21113,0.00073060843446848
21067,0.001461216868937
21209,0.00073060843446848
21125,0.00073060843446848
39159,0.027925477939684
39139,0.00073060843446848
39041,0.0058651621544831
39083,0.001461216868937
39089,0.0065957705889516
39049,0.21686893696473
39117,0.00073060843446848
39129,0.0036733368510776
39097,0.001461216868937
39081,0.00073060843446848
39093,0.001461216868937
39035,0.013191541177903
39085,0.00073060843446848
39153,0.013171246499168
39099,0.0036530421723424
39151,0.013922149612372
39169,0.0058651621544831
39157,0.00073060843446848
39075,0.00073060843446848
39165,0.0021918253034054
39061,0.001461216868937
39141,0.00073060843446848
39009,0.001461216868937
18057,0.00073060843446848
18097,0.0021918253034054
18091,0.0022121199821407
18127,0.00073060843446848
18039,0.0073466737021553
18141,0.079433372569712
18087,0.06248731582579
18085,0.0021918253034054
18149,0.00073060843446848
18003,0.00073060843446848
18177,0.00073060843446848
18105,0.00073060843446848
18119,0.00073060843446848
18163,0.001461216868937
18181,0.00073060843446848
26125,0.0029224337378739
26161,0.0036530421723424
26093,0.00073060843446848
26163,0.001461216868937
26065,0.0021918253034054
26111,0.00073060843446848
26077,0.0021918253034054
26159,0.00073060843446848
26021,0.00073060843446848
26149,0.00073060843446848
26027,0.0022121199821407
26139,0.00073060843446848
26081,0.001461216868937
26047,0.00073060843446848
26103,0.00073060843446848
19169,0.00073060843446848
19185,0.00073060843446848
19157,0.001461216868937
19153,0.00073060843446848
19033,0.00073060843446848
19075,0.0022121199821407
19167,0.001461216868937
19043,0.00073060843446848
19113,0.013211835856638
19103,0.12720704631246
19183,0.0029427284166092
19101,0.001461216868937
19163,0.0021918253034054
19139,0.00073060843446848
55079,0.0058651621544831
55059,0.00073060843446848
55133,0.00073060843446848
55127,0.00073060843446848
55049,0.00073060843446848
55025,0.0036530421723424
55065,0.00073060843446848
55137,0.0021918253034054
55093,0.0044039452855461
55109,0.066911555790072
55073,0.0065957705889516
55097,0.11618703575922
55115,0.001461216868937
55141,0.0073466737021553
55135,0.001461216868937
55121,0.00073060843446848
55035,0.001461216868937
55033,0.0029427284166092
55087,0.0029427284166092
55139,0.0021918253034054
27037,0.00073060843446848
27163,0.0051345537200146
27123,0.015423955838779
27053,0.013150951820433
27137,0.0021918253034054
27013,0.00073060843446848
27111,0.00073060843446848
30043,0.00073060843446848
30031,0.016154564273248
30067,0.055140642123635
30063,0.13307220846694
30089,0.0044039452855461
30081,0.001461216868937
30061,0.00073060843446848
30047,0.00073060843446848
30029,0.00073060843446848
17097,0.0021918253034054
17111,0.0021918253034054
17031,0.015363071802573
17043,0.0051142590412794
17197,0.0029224337378739
17089,0.00073060843446848
17143,0.00073060843446848
17113,0.0022121199821407
17019,0.00073060843446848
17119,0.00073060843446848
17163,0.00073060843446848
17133,0.00073060843446848
17167,0.001461216868937
17199,0.00073060843446848
29189,0.0080366927791533
29510,0.01248122742217
29183,0.00073060843446848
29121,0.00073060843446848
29037,0.012501522100905
29095,0.10877947802086
29049,0.001461216868937
29047,0.009558793684296
29107,0.00073060843446848
29101,0.0058854568332183
29165,0.0051345537200146
29021,0.00073060843446848
29145,0.00073060843446848
29027,0.0044039452855461
29019,0.001461216868937
29161,0.00073060843446848
29077,0.0044039452855461
20209,0.014713642083046
20043,0.00073060843446848
20103,0.018386978934123
20121,0.001461216868937
20045,0.012501522100905
20091,0.12205219791371
20061,0.001461216868937
20197,0.01248122742217
20161,0.00073060843446848
20177,0.0021918253034054
20115,0.00073060843446848
20173,0.0051142590412794
20169,0.00073060843446848
20101,0.00073060843446848
31023,0.00073060843446848
31025,0.00073060843446848
31055,0.0065754759102163
31109,0.0080772821366238
31001,0.00073060843446848
22051,0.011020010553233
22071,0.084567926289727
22109,0.00073060843446848
22101,0.00073060843446848
22103,0.0036530421723424
22091,0.00073060843446848
22033,0.0029224337378739
05045,0.00073060843446848
05119,0.00073060843446848
05055,0.00073060843446848
05143,0.014673052725575
05007,0.0022121199821407
40109,0.0036530421723424
40083,0.00073060843446848
40027,0.0044039452855461
40087,0.0058854568332183
40147,0.0029427284166092
40145,0.024272435767342
40107,0.00073060843446848
40143,0.10875918334213
40131,0.001461216868937
40119,0.011020010553233
40041,0.00073060843446848
40125,0.00073060843446848
48113,0.019036408653651
48121,0.016844583350246
48085,0.0029224337378739
48439,0.018305800219183
48397,0.00073060843446848
48139,0.00073060843446848
48203,0.00073060843446848
48459,0.00073060843446848
48423,0.00073060843446848
48213,0.00073060843446848
48027,0.0029224337378739
48099,0.00073060843446848
48053,0.00073060843446848
48491,0.11470552421155
48145,0.00073060843446848
48309,0.0021918253034054
48201,0.02415066769493
48471,0.00073060843446848
48339,0.00073060843446848
48245,0.00073060843446848
48041,0.00073060843446848
48395,0.00073060843446848
48029,0.0065754759102163
48355,0.001461216868937
48215,0.00073060843446848
48453,0.34923083167593
48209,0.0058854568332183
48441,0.00073060843446848
08059,0.019827901124325
08005,0.001461216868937
08123,0.038235174737184
08013,0.14851645898445
08014,0.025733652636279
08001,0.0029224337378739
08031,0.013171246499168
08035,0.0029224337378739
08039,0.00073060843446848
08049,0.00073060843446848
08069,0.070564597962414
08119,0.00073060843446848
08041,0.0095182043268255
08101,0.00073060843446848
08111,0.001461216868937
56021,0.00073060843446848
56001,0.0029427284166092
16015,0.00073060843446848
49011,0.00073060843446848
49047,0.00073060843446848
04013,0.0058448674757479
04005,0.061756707391322
35001,0.0029427284166092
32031,0.014673052725575
32510,0.00073060843446848
06037,0.016844583350246
06111,0.00073060843446848
06071,0.001461216868937
06073,0.37707513090068
06065,0.001461216868937
06059,0.001461216868937
06083,0.00073060843446848
06107,0.00073060843446848
06029,0.001461216868937
06079,0.001461216868937
06019,0.001461216868937
06053,0.00073060843446848
06081,0.0044039452855461
06085,0.024211551731136
06075,0.013191541177903
06001,0.019767017088119
06013,0.011689734951496
06095,0.001461216868937
06055,0.001461216868937
06041,0.0021918253034054
06097,0.0029224337378739
06087,0.0029224337378739
06077,0.017595486463449
06099,0.019827901124325
06047,0.0058854568332183
06033,0.001461216868937
06045,0.00073060843446848
06105,0.001461216868937
06061,0.013211835856638
06113,0.0551203474449
06067,0.24775743799976
06017,0.024252141088607
06007,0.0021918253034054
06057,0.0021918253034054
06115,0.0022121199821407
06089,0.0095384990055607
15007,0.00073060843446848
41003,0.00073060843446848
41035,0.00073060843446848
41017,0.00073060843446848
41049,0.00073060843446848
53033,0.0073060843446848
53061,0.001461216868937
53057,0.00073060843446848
53073,0.058793684295978
53009,0.00073060843446848
53011,0.00073060843446848
53063,0.00073060843446848
02020,0.0021918253034054
02150,0.00073060843446848
02201,0.00073060843446848
